frame,index,gt,steering,e_y,error,abs_error,frames
0_0.0000.jpg,0,0.0,-0.0019543080125004053,0.002158612012863159,-0.0019543080125004053,0.0019543080125004053,0_0.0000.jpg|0_0.0000.jpg|0_0.0000.jpg
1_0.0000.jpg,1,0.0,-0.007096013054251671,-0.04186946153640747,-0.007096013054251671,0.007096013054251671,0_0.0000.jpg|0_0.0000.jpg|1_0.0000.jpg
2_0.0000.jpg,2,0.0,-0.007308190688490868,-0.014455899596214294,-0.007308190688490868,0.007308190688490868,0_0.0000.jpg|1_0.0000.jpg|2_0.0000.jpg
3_0.0000.jpg,3,0.0,0.005115905776619911,-0.016671746969223022,0.005115905776619911,0.005115905776619911,1_0.0000.jpg|2_0.0000.jpg|3_0.0000.jpg
4_0.0000.jpg,4,0.0,-0.001980154076591134,0.0003973841667175293,-0.001980154076591134,0.001980154076591134,2_0.0000.jpg|3_0.0000.jpg|4_0.0000.jpg
5_0.0000.jpg,5,0.0,0.010387437418103218,-0.02141733467578888,0.010387437418103218,0.010387437418103218,3_0.0000.jpg|4_0.0000.jpg|5_0.0000.jpg
6_0.0000.jpg,6,0.0,-0.005025027319788933,-0.038587093353271484,-0.005025027319788933,0.005025027319788933,4_0.0000.jpg|5_0.0000.jpg|6_0.0000.jpg
7_0.0000.jpg,7,0.0,-0.00829332135617733,-0.025831371545791626,-0.00829332135617733,0.00829332135617733,5_0.0000.jpg|6_0.0000.jpg|7_0.0000.jpg
8_0.0000.jpg,8,0.0,0.013069244101643562,-0.027423590421676636,0.013069244101643562,0.013069244101643562,6_0.0000.jpg|7_0.0000.jpg|8_0.0000.jpg
9_0.0000.jpg,9,0.0,0.0013150142040103674,-0.005947098135948181,0.0013150142040103674,0.0013150142040103674,7_0.0000.jpg|8_0.0000.jpg|9_0.0000.jpg
10_0.0000.jpg,10,0.0,-0.0028933866415172815,-0.02454988658428192,-0.0028933866415172815,0.0028933866415172815,8_0.0000.jpg|9_0.0000.jpg|10_0.0000.jpg
11_0.0000.jpg,11,0.0,0.009513506665825844,-0.0390150249004364,0.009513506665825844,0.009513506665825844,9_0.0000.jpg|10_0.0000.jpg|11_0.0000.jpg
12_0.0000.jpg,12,0.0,-0.005384495481848717,-0.0547274649143219,-0.005384495481848717,0.005384495481848717,10_0.0000.jpg|11_0.0000.jpg|12_0.0000.jpg
13_0.0000.jpg,13,0.0,-0.0020408688578754663,-0.1766986846923828,-0.0020408688578754663,0.0020408688578754663,11_0.0000.jpg|12_0.0000.jpg|13_0.0000.jpg
14_0.0000.jpg,14,0.0,0.0107856635004282,-0.21036693453788757,0.0107856635004282,0.0107856635004282,12_0.0000.jpg|13_0.0000.jpg|14_0.0000.jpg
